clave,descripcion,unidad,precio,fuente,fecha,estado
CINTA-FV,Cinta de malla de fibra de vidrio 2 in para juntas de Durock (rollo 45 m),m,4.30,"Rollo 45 m $224 con IVA (Mercado Libre, https://www.aragonmx.com.mx/MLM-1320072056-cinta-adhesiva-de-fibra-de-vidrio-2-durock-tablaroca-45-mts-_JM) → $193 sin IVA / 45 m",2026-09,validado con rango de mercado
BASECOAT,Cemento flexible Basecoat para juntas de Durock (saco 20 kg),kg,17.00,"Estimación: saco 20 kg $370-420 con IVA (Construrama, Grupo RCH y Materiales Cien Metros lo listan sin precio visible) → $340 sin IVA / 20 kg",2026-09,referencia
COLCH-FV-2,Colchoneta de fibra de vidrio 2 in para aislamiento acústico en muro,m2,50.00,"Aislacustic R8 2.5 in rollo 29.7 m² $1,959 con IVA (Home Depot / Mercado Libre, https://www.homedepot.com.mx/p/owens-corning-aislacustic-r8-25-pulgadas-x-61-cm-x-244-cm-r8-850615) → $57/m² sin IVA; 2 in ≈ 0.88 × por espesor",2026-09,referencia
COLCH-FV-3.5,Colchoneta de fibra de vidrio 3.5 in para aislamiento acústico en muro,m2,77.00,Regla: Aislacustic R8 2.5 in $57/m² sin IVA × 1.35 por espesor (R11 3.5 in; Home Depot lista el R11 sin precio visible),2026-09,referencia
ANG-AMARRE,Ángulo de amarre galvanizado cal. 26 para tablaroca (pieza 3.05 m),m,12.00,Estimación: pieza 3.05 m $40-45 con IVA (similar al canal listón); sin precio web visible,2026-09,referencia
TEE-PRINC-1516,Tee principal Armstrong Prelude 15/16 in (pieza 3.66 m),m,62.00,"Pieza 3.66 m $265 con IVA (MN Home Center, promoción; lista $594) (https://www.mndelgolfo.com/plomeria-c-102/cond-tubo-y-conexiones-cobre-c-102-846/tee-cobre-c-102-846-4052/tee-principal-prelude-1516x366m-20-p-14261.html) → $228 sin IVA / 3.66 m",2026-09,validado con rango de mercado
TEE-122-1516,Tee secundaria Armstrong Prelude 15/16 in de 1.22 m,m,50.00,Estimación: pieza 1.22 m ≈ $61 sin IVA (proporción usual tee 4 ft / tee principal 12 ft ≈ 0.27 en listas Armstrong); Plaforama lista la caja de 60 sin precio visible,2026-09,referencia
TEE-61-1516,Tee secundaria Armstrong Prelude 15/16 in de 0.61 m,m,58.00,Estimación: pieza 0.61 m ≈ $35 sin IVA (proporción tee 2 ft / tee 4 ft ≈ 0.58 en listas Armstrong),2026-09,referencia
ANG-PERIM-1516,Ángulo perimetral Armstrong 15/16 in (pieza 3.05 m),m,22.00,Estimación: pieza 3.05 m ≈ $67 sin IVA; sin precio web visible,2026-09,referencia
TEE-PRINC-916,Tee principal Armstrong Suprafine 9/16 in (pieza 3.66 m),m,78.00,Regla: TEE-PRINC-1516 × 1.25 (perfil angosto Suprafine con sobreprecio usual 20-30 %),2026-09,referencia
TEE-122-916,Tee secundaria Armstrong Suprafine 9/16 in de 1.22 m,m,63.00,Regla: TEE-122-1516 × 1.25,2026-09,referencia
TEE-61-916,Tee secundaria Armstrong Suprafine 9/16 in de 0.61 m,m,73.00,Regla: TEE-61-1516 × 1.25,2026-09,referencia
ANG-PERIM-916,Ángulo perimetral Armstrong 9/16 in (pieza 3.05 m),m,24.00,Regla: ANG-PERIM-1516 × 1.1,2026-09,referencia
PLAF-CORTEGA-61,"Plafón Armstrong Cortega 0.61x0.61 (caja 16 pzas, 5.95 m²)",m2,304.00,"Caja 16 pzas $1,499 (Sodimac), $1,817 y $2,398 con IVA (distribuidores; https://www.sodimac.com.mx/sodimac-mx/product/190691/plafon-cortega-61x61-m/190691/) → $217-347/m² sin IVA; se toma $2,100/caja",2026-09,validado con rango de mercado
PLAF-FISSURED-61,"Plafón Armstrong Fissured 705 0.61x0.61 (caja 16 pzas, 5.95 m²)",m2,345.00,"Caja 16 pzas $2,365 con IVA y $2,173.67 + IVA (distribuidores; https://dipemsa787751333.mercadoshops.com.mx/MLM-1508687038-plafon-fissured-705a-armstrong-61-x-61-mts-c16-piezas-_JM) → $343-365/m² sin IVA",2026-09,validado con rango de mercado
PLAF-FINEFIS-61,Plafón Armstrong Fine Fissured 1732 0.61x0.61,m2,370.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Fine Fissured $2.18-2.29/ft² → $347-365; se redondea por ser 5/8 in,2026-09,referencia
PLAF-GEORGIAN-61,Plafón Armstrong Georgian 0.61x0.61,m2,370.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Georgian $2.20-2.44/ft² → $350-389,2026-09,referencia
PLAF-DUNE-61,Plafón Armstrong Dune 1774 0.61x0.61,m2,400.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Dune $1.97-2.84/ft² → $314-452; se toma $2.50,2026-09,referencia
PLAF-TUNDRA-61,"Plafón Armstrong Tundra 303 0.61x0.61 (caja 12 pzas, 4.46 m²)",m2,445.00,"Plafones MG lista $3,991.60 + IVA por caja de 12 ($894/m², precio de lista; la misma lista da Fissured a $962/m² contra $345 de calle). Se toma Dune × 1.11 (proporción de Construbase Tundra/Dune)",2026-09,referencia
PLAF-CLEANROOM-61,Plafón Armstrong Clean Room Mylar VL 0.61x0.61,m2,980.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Clean Room VL $6.15/ft²,2026-09,referencia
PLAF-CIRRUS-61,Plafón Armstrong Cirrus 0.61x0.61 (para suspensión 15/16),m2,595.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Cirrus $3.72-3.76/ft²,2026-09,referencia
PLAF-CIRRUS-61-916,Plafón Armstrong Cirrus 0.61x0.61 (canto para suspensión 9/16),m2,620.00,Regla: PLAF-CIRRUS-61 + ≈4 % por canto tegular angosto,2026-09,referencia
PLAF-ULTIMA-61,Plafón Armstrong Ultima 1911 0.61x0.61,m2,660.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Ultima $4.14/ft²,2026-09,referencia
PLAF-ULTIMAVEC-61,Plafón Armstrong Ultima Vector 0.61x0.61,m2,850.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Ultima Vector $5.33/ft²,2026-09,referencia
PLAF-OPTIMAVEC-61,Plafón Armstrong Optima Vector 0.61x0.61,m2,1560.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); Optima PB Vector $9.80/ft²,2026-09,referencia
PLAF-WOODWORKS-61,Panel Armstrong WoodWorks Vector perforado 0.61x0.61,m2,6690.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); WoodWorks Vector $42.00/ft²,2026-09,referencia
PLAF-METALWORKS-61,Panel Armstrong MetalWorks Vector no perforado 0.61x0.61,m2,4490.00,Regla: precio Kanopi by Armstrong (EE.UU.) en USD/ft² × 10.764 × 18.5 MXN/USD × 0.80 (calibración: Cortega y Fissured en México cuestan ≈0.8 del precio Kanopi convertido); MetalWorks Vector 24x24 $28.19/ft²,2026-09,referencia
PLAF-FFFINELOOK-61,Plafón Armstrong Fine Fissured Fine Look (Second Look) 0.61x0.61,m2,850.00,Regla: Construbase da el mismo precio que Ultima Vector; se toma PLAF-ULTIMAVEC-61; sin precio de mercado identificable,2026-09,referencia
PLAF-GRAPHIS-61,Plafón Armstrong Graphis wrapped linear 0.61x0.61,m2,830.00,Regla: Construbase lo ubica ≈1 % abajo de Ultima Vector; se toma PLAF-ULTIMAVEC-61 × 0.98; sin precio de mercado identificable,2026-09,referencia
PLAF-FISSURED-122,"Plafón Armstrong Fissured 755B 0.61x1.22 (caja 12 pzas, 8.93 m²)",m2,295.00,Regla: PLAF-FISSURED-61 × 0.85 (la pieza 2x4 cuesta menos por m²; en Construbase 2x4/2x2 ≈ 0.82); Plaforama y Dipemsa listan la caja sin precio visible,2026-09,referencia
PLAF-SHASTA-122,Plafón Armstrong Shasta 0.61x1.22,m2,295.00,Regla: igual que PLAF-FISSURED-122 (mismo precio en Construbase),2026-09,referencia
PLAF-CORTEGA-122,Plafón Armstrong Cortega 0.61x1.22,m2,260.00,Regla: PLAF-CORTEGA-61 × 0.85 (pieza 2x4),2026-09,referencia
PLAF-CORTEGA-SL-122,Plafón Armstrong Cortega Second Look 0.61x1.22,m2,275.00,Regla: PLAF-CORTEGA-122 × 1.06 (Construbase Cortega Second Look / Cortega = 1.03-1.06; Kanopi $161 vs $124 por caja),2026-09,referencia
