clave,descripcion,unidad,precio,fuente,fecha,estado
TARJA-EB-C360,"Tarja EB Técnica C-360 84x56 cm, empotrar",pza,4775.00,"Regla de escala: precio del modelo ancla × (material actualizado Construbase del modelo ÷ material del ancla); la proporción entre modelos sale del catálogo: ancla C-110 84x56 ($1,983 sin IVA) × 2.41; sin precio publicado del modelo",2026-09,derivado del catálogo
TARJA-EB-CS100,"Tarja EB Técnica CS-100 43x47 cm, 1 tina, submontar, cal. 22",pza,1785.00,"Sears $2,069 oferta / $2,539 lista; Sanborns $1,919 oferta (con IVA). Se toma $2,070 con IVA → sin IVA",2026-09,validado con rango de mercado
TARJA-EB-CS200,"Tarja EB Técnica CS-200 43x55 cm, 1 tina, submontar",pza,1835.00,"Regla de escala: precio del modelo ancla × (material actualizado Construbase del modelo ÷ material del ancla); la proporción entre modelos sale del catálogo: ancla CS-100 ($1,785) × 1.03",2026-09,derivado del catálogo
TARJA-EB-CS300,"Tarja EB Técnica CS-300 46x60 cm, 1 tina, submontar",pza,1795.00,"Regla de escala: precio del modelo ancla × (material actualizado Construbase del modelo ÷ material del ancla); la proporción entre modelos sale del catálogo: ancla CS-100 ($1,785) × 1.007",2026-09,derivado del catálogo
TARJA-EB-CS110,"Tarja doble EB Técnica CS-110 48x84 cm, 2 tinas, submontar",pza,3830.00,"Regla de escala: precio del modelo ancla × (material actualizado Construbase del modelo ÷ material del ancla); la proporción entre modelos sale del catálogo: ancla CS-100 ($1,785) × 2.15; Gilsa, Integra Hogar y Surtidor lo listan sin precio visible",2026-09,derivado del catálogo
TARJA-EB-CS210,"Tarja doble EB Técnica CS-210 44x100 cm, 2 tinas, submontar",pza,3540.00,"Azulemex $4,109 con IVA (azulemex.com/products/cs-210-tarja-doble-sin-escurridor-100x44-cm) → sin IVA",2026-09,referencia
TARJA-EB-CS214,"Tarja doble EB Técnica CS-214 88x56 cm, 2 tinas, submontar",pza,3910.00,"Lista EB Técnica abril 2021 $3,126 (resumen de búsqueda) × 1.25 de actualización 2021→2026 (INPC); Home Depot y Bedon sin precio visible",2026-09,referencia
TARJA-EB-CSE110,"Tarja doble EB Técnica CSE-110 52x100 cm, 2 tinas en esquina, submontar",pza,3865.00,"Regla de escala: precio del modelo ancla × (material actualizado Construbase del modelo ÷ material del ancla); la proporción entre modelos sale del catálogo: ancla CS-210 ($3,540) × 1.09",2026-09,derivado del catálogo
PLANTA-ARETILLO,"Aretillo (Fuchsia) en bolsa de 3-4 L, 30-40 cm, puesta en obra",pza,90.00,"Menudeo en maceta 21x31 cm $150-250 (plantita.mx, conceptoverde.mx sin precio visible); tabulador CDMX VD62CC $71.38 con plantación (0.80-1.00 m). Estimación de vivero de Morelos/Bajío en bolsa. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-HORTENSIA,"Hortensia en bolsa o maceta de 3-4 L, 30-40 cm, puesta en obra",pza,120.00,Rango $100-150 por planta (florescercademi.mx); Home Depot la vende en maceta sin precio visible; tabulador CDMX VD37BB $142.91 con plantación (35 cm). Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
PLANTA-BELEN,"Belén (Impatiens / Nueva Guinea) en maceta de 6 in, puesta en obra",pza,60.00,Home Depot Pro lista Belén Nueva Guinea 24.5x14.3 cm sin precio visible; estimación $50-80 en maceta de 6 in (en chapín $15-25). Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
PLANTA-HELECHO,"Helecho (Boston / nefrolepis) en bolsa de 3-4 L, puesta en obra",pza,70.00,"Estimación de vivero $60-120 (Grupo Mundo Verde, Querétaro, lo lista con precio de mayoreo no visible; variegada.com helecho chino y hembra). Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-LAGRIMA,"Lágrima de niño (Soleirolia) en bolsa de 1 L, puesta en obra",pza,25.00,Tabulador CDMX VD40BB $34.40 con plantación; Mercado Libre y conceptoverde.mx sin precio visible. Estimación $20-35. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
PLANTA-PANALILLO,"Panalillo (cubresuelo) en bolsa de 1 L, puesta en obra",pza,25.00,Tabulador CDMX VD43BB $20.94 con plantación (10-12 cm); se toma el mismo precio que la lágrima de niño en bolsa de 1 L. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
PLANTA-DRACENA,"Dracena (marginata) en bolsa de 5 L, 60-80 cm, puesta en obra",pza,150.00,"Estimación de vivero $120-250 (acasia.mx, viveroadomicilio.mx y elescorial.com.mx sin precio visible). Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-CROTO,"Croto en bolsa de 3-4 L, 40-50 cm, puesta en obra",pza,90.00,Grupo Mundo Verde (Querétaro) Croton Petra desde $40 por mayoreo en tamaño chico; Mercado Libre $250-450 en maceta grande (una a $279). Estimación $80-120 en bolsa de 3-4 L. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
PLANTA-GARRA-LEON,"Garra de león (Philodendron selloum) en bolsa de 5 L, 40-60 cm, puesta en obra",pza,120.00,"Grupo Mundo Verde, Acasia, Vivo Interior y Plantita la listan sin precio visible; tabulador CDMX VD33BB filodendro sellum 30-40 cm $119.75 con plantación. Estimación $100-180. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-HOJA-ELEG,"Hoja elegante (Xanthosoma/Alocasia) en bolsa de 5 L, 60-80 cm, puesta en obra",pza,150.00,"variegada.com (Vivero Cielo y Luna, N.L.) desde $300 en tamaño grande; tabulador CDMX VD36BB $110.72 con plantación (60-100 cm). Estimación $120-200. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-AGAPANDO,"Agapando en bolsa de 3 L, puesta en obra",pza,50.00,"Tabulador CDMX VD13BB $67.20 con plantación (bote de 3 L, 30 cm); Vivero Yáñez, Acasia y Mundo Verde sin precio visible. Estimación $40-70. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-BUGANVILIA,"Buganvilia en bolsa de 5 L, 1.00-1.50 m con tutor, puesta en obra",pza,100.00,"Tabulador CDMX VD21BB $94.78 con plantación (1.00-2.00 m); bugambilia de tronco desde $350 (variegada.com, Vivero La Flor de Morelos). Estimación $80-150. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia",2026-09,referencia
PLANTA-PAPIRO,"Papiro en bolsa de 5 L, 1.00-1.50 m, puesta en obra",pza,90.00,Tabulador CDMX VD45BB $86.56 con plantación (papiro egipcio 1.00-2.00 m); Mercado Libre y Acasia sin precio visible. Estimación $80-120. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
PLANTA-CISSUS,"Cissus (enredadera) en bolsa de 4 L con tutor, puesta en obra",pza,110.00,Grupo Mundo Verde (Querétaro) enredadera Cissus con precio de mayoreo no visible; estimación $90-150. Plantas vivas: IVA tasa 0 %; sin cotización de vivero de Morelia,2026-09,referencia
