clave,descripcion,unidad,precio,fuente,fecha,estado
ZOCLO-VIN-7,Zoclo vinílico estándar Vinylasa 7 cm (rollo),m,9.00,"Vinylasa estándar 7 y 10 cm, rollo 100 m (vinylasa.com); Mercado Libre desde $13/m con IVA (10 cm) → 7 cm ≈ 80 % del de 10 cm",2026-09,referencia
ZOCLO-VIN-10,Zoclo vinílico estándar Vinylasa 10 cm (rollo),m,11.20,Mercado Libre zoclo vinílico 10 cm Vinylasa desde $13/m con IVA (https://listado.mercadolibre.com.mx/zoclo-vinilico-10-cm-vinylasa) → $11.20 sin IVA,2026-09,validado con rango de mercado
ZOCLO-VIN-COEX,Zoclo vinílico coextruido Vinylasa (Vinyzoclo) 6.5-10 cm × 2 mm,m,32.00,Regla: 3 × zoclo estándar (cociente del material Construbase 2017 Vinyzoclo/zoclo 7 cm = 38.27/13.71 = 2.8); Home Depot y Toolstore listan el coextruido 10.16 cm por metro sin precio visible,2026-09,referencia
NARIZ-VIN,Nariz de escalón vinílica Vinylasa (pieza 1.30 m),m,73.00,"Amazon México nariz de escalón vinílica $84.85-123.02/m con IVA → $73-106 sin IVA; Home Depot Terza $141/m con IVA. Se toma el mínimo (Vinylasa 1.30 m, línea básica)",2026-09,validado con rango de mercado
MOS-2X2-A,"Mosaico veneciano Kolorines 2x2 cm en malla, colores azul acapulco / cancún / mar / cobalto obscuro",m2,300.00,"Kolorines Akua 2x2 $347/m² con IVA precio de lista (Surtidor, https://www.surtidor.com/mosaico-veneciano-kolorines-mosaico-na-04309010040.html) → $300 sin IVA para los colores base; Mercado Libre $350-2,500/m². Colores por escalón de Construbase 2017: precio = 300 × (material Construbase del color − 100)/(312.08) (el 100 descuenta mortero y lechada). Surtidor Solar escarlata 2x2 $1,234-1,451/m² sin IVA",2026-09,referencia
MOS-2X2-B,"Mosaico veneciano Kolorines 2x2 cm en malla, colores azul cristal / blancos / gris perla / miel / negro / trigo / verdes",m2,318.00,"Kolorines Akua 2x2 $347/m² con IVA precio de lista (Surtidor, https://www.surtidor.com/mosaico-veneciano-kolorines-mosaico-na-04309010040.html) → $300 sin IVA para los colores base; Mercado Libre $350-2,500/m². Colores por escalón de Construbase 2017: precio = 300 × (material Construbase del color − 100)/(312.08) (el 100 descuenta mortero y lechada). Surtidor Solar escarlata 2x2 $1,234-1,451/m² sin IVA",2026-09,referencia
MOS-2X2-C,"Mosaico veneciano Kolorines 2x2 cm en malla, color azul aqua",m2,439.00,"Kolorines Akua 2x2 $347/m² con IVA precio de lista (Surtidor, https://www.surtidor.com/mosaico-veneciano-kolorines-mosaico-na-04309010040.html) → $300 sin IVA para los colores base; Mercado Libre $350-2,500/m². Colores por escalón de Construbase 2017: precio = 300 × (material Construbase del color − 100)/(312.08) (el 100 descuenta mortero y lechada). Surtidor Solar escarlata 2x2 $1,234-1,451/m² sin IVA",2026-09,referencia
MOS-2X2-D,"Mosaico veneciano Kolorines 2x2 cm en malla, color mandarina",m2,786.00,"Kolorines Akua 2x2 $347/m² con IVA precio de lista (Surtidor, https://www.surtidor.com/mosaico-veneciano-kolorines-mosaico-na-04309010040.html) → $300 sin IVA para los colores base; Mercado Libre $350-2,500/m². Colores por escalón de Construbase 2017: precio = 300 × (material Construbase del color − 100)/(312.08) (el 100 descuenta mortero y lechada). Surtidor Solar escarlata 2x2 $1,234-1,451/m² sin IVA",2026-09,referencia
MOS-2X2-E,"Mosaico veneciano Kolorines 2x2 cm en malla, colores rojos y amarillo (carmín, escarlata, bermellón, amarillo)",m2,833.00,"Kolorines Akua 2x2 $347/m² con IVA precio de lista (Surtidor, https://www.surtidor.com/mosaico-veneciano-kolorines-mosaico-na-04309010040.html) → $300 sin IVA para los colores base; Mercado Libre $350-2,500/m². Colores por escalón de Construbase 2017: precio = 300 × (material Construbase del color − 100)/(312.08) (el 100 descuenta mortero y lechada). Surtidor Solar escarlata 2x2 $1,234-1,451/m² sin IVA",2026-09,referencia
MOS-5X5-A,"Mosaico veneciano Kolorines 5x5 cm en malla, color verde cuernavaca",m2,437.00,"5x5 = 2x2 base ($300) × 1.69, cociente del material Construbase 2017 5x5/2x2 sin mortero ((626.29−100)/(412.08−100)); Surtidor lista Kolorines 5x5 Akua/Botánica a $1,003/m² con IVA con descuento (tope alto); Mercado Libre $350-2,500/m². Colores por la misma regla del escalón Construbase",2026-09,referencia
MOS-5X5-B,"Mosaico veneciano Kolorines 5x5 cm en malla, colores azul acero / azul ixtapa",m2,484.00,"5x5 = 2x2 base ($300) × 1.69, cociente del material Construbase 2017 5x5/2x2 sin mortero ((626.29−100)/(412.08−100)); Surtidor lista Kolorines 5x5 Akua/Botánica a $1,003/m² con IVA con descuento (tope alto); Mercado Libre $350-2,500/m². Colores por la misma regla del escalón Construbase",2026-09,referencia
MOS-5X5-C,"Mosaico veneciano Kolorines 5x5 cm en malla, colores base (azules, verdes, miel, trigo, gris perla)",m2,505.00,"5x5 = 2x2 base ($300) × 1.69, cociente del material Construbase 2017 5x5/2x2 sin mortero ((626.29−100)/(412.08−100)); Surtidor lista Kolorines 5x5 Akua/Botánica a $1,003/m² con IVA con descuento (tope alto); Mercado Libre $350-2,500/m². Colores por la misma regla del escalón Construbase",2026-09,referencia
MOS-5X5-D,"Mosaico veneciano Kolorines 5x5 cm en malla, colores blanco hielo / blanco ostión / azul k-5",m2,553.00,"5x5 = 2x2 base ($300) × 1.69, cociente del material Construbase 2017 5x5/2x2 sin mortero ((626.29−100)/(412.08−100)); Surtidor lista Kolorines 5x5 Akua/Botánica a $1,003/m² con IVA con descuento (tope alto); Mercado Libre $350-2,500/m². Colores por la misma regla del escalón Construbase",2026-09,referencia
MOS-5X5-E,"Mosaico veneciano Kolorines 5x5 cm en malla, color negro",m2,840.00,"5x5 = 2x2 base ($300) × 1.69, cociente del material Construbase 2017 5x5/2x2 sin mortero ((626.29−100)/(412.08−100)); Surtidor lista Kolorines 5x5 Akua/Botánica a $1,003/m² con IVA con descuento (tope alto); Mercado Libre $350-2,500/m². Colores por la misma regla del escalón Construbase",2026-09,referencia
COLOR-CEM,"Color para cemento (óxido de hierro), bote 1 kg",kg,60.00,"Bote de 1 kg (Aditimper, Home Depot Uniblock listan el producto sin precio visible); estimación $65-80 con IVA. Dosis 1 kg por 10-20 kg de cemento",2026-09,referencia
BOQUILLA-CA-10,Boquilla con arena Crest (saco 10 kg),kg,19.20,"Saco 10 kg $202.99-240.34 con IVA según color (MN Home Center, https://www.mndelgolfo.com/boquilla-con-arena-10-kg-crest-color-barro-p-14016.html) → promedio $222 → $19.20/kg sin IVA",2026-09,validado con rango de mercado
LOSETA-BARRO-30,Loseta de barro prensado línea económica 30x30 cm,m2,180.00,Estimación: material Construbase 2017 actualizado ($333/m² de P.U.) menos pegazulejo y boquilla; loseta de barro industrial 30x30 $180-250/m² con IVA en distribuidores (sin precio visible en Construrama/Macere),2026-09,referencia
PISO-INTERCER,Loseta cerámica de piso Interceramic línea media (según muestra),m2,320.00,Estimación de gama media Interceramic 2026 $330-420/m² con IVA; coincide con el material implícito en Construbase 2017 actualizado ($506 de P.U. menos adhesivo y boquilla); sin precio visible del modelo,2026-09,referencia
MURO-INTERCER,Azulejo cerámico de muro Interceramic línea media (según muestra),m2,280.00,"Estimación: piso Interceramic ($320) × 0.88, mismo cociente muro/piso del material Construbase 2017 (452/506); sin precio visible del modelo",2026-09,referencia
ZOCLO-CER-8,Zoclo cerámico de fábrica 8 cm (pieza 8x40-45 cm) Interceramic,m,95.00,Zoclo Porcelanite 8x40 $32.19/pza (costonet.com.mx) × 2.5 pza/m = $80.50/m; Interceramic ≈ +18 % de gama → $95/m,2026-09,referencia
LISTEL-5X20,Listel cerámico 5x20 cm Porcelanite (modelo Zihuatanejo o similar),pza,30.00,"Estimación: cenefas Porcelanite 7.5x20 se venden por pieza (Surtidor, sin precio visible); listeles 5x20 $30-45 con IVA",2026-09,referencia
SILLAR-TEPETATE,"Block (sillar) de tepetate 40-45 x 25 x 20 cm, corte selecto para muro aparente",pza,27.00,"Sillar de tepetate $12-31/pza según color y corte (Mercado Libre, materialrustico.com, sillarquerétaro); 45x25x20, 9 pza/m², 18-35 kg. Se toma corte selecto $27 sin IVA",2026-09,validado con rango de mercado
ADOC-4-14,Adocreto cuadrado 4x14x14 cm color (rosa o negro),m2,190.00,"Estimación: adocreto 6 cm ($215) × 0.88 por espesor; sin precio visible (Piedras y Canteras, GyBH, Sodimac listan sin precio)",2026-09,referencia
ADOC-6-14,Adocreto cuadrado 6x14x14 cm color (rosa o negro),m2,215.00,"Estimación de mercado adocreto peatonal 6 cm color $230-270/m² con IVA; material implícito en el tabulador CDMX GH20EB (adocreto negro 6 cm sobre arena, $540.24) a 15 m²/jor ≈ $260. Sodimac/Home Depot listan sin precio por m²",2026-09,referencia
ADOC-6-HEX,Adocreto hexagonal o tipo I de 6 cm color (rosa o negro),m2,225.00,Adocreto 6 cm ($215) + 5 % por forma; APU publicado hexagonal 6 cm rosa sobre arena $681.90 sin IVA (analisisdepreciosunitarios.com),2026-09,referencia
ADOC-8-HEX,Adocreto hexagonal o tipo I de 8 cm color (rosa o negro),m2,270.00,"Adocreto 6 cm × 1.2 por espesor; material implícito en tabulador CDMX QM12BJ (hexagonal 8 cm, $581.02) ≈ $280",2026-09,referencia
ADOPASTO-8,Adopasto rejilla 8x30x40 cm color rosa (8.33 pza/m²),m2,240.00,Estimación: 8.33 pza × $29 sin IVA; Novabarro/GyBH/Piedras y Canteras listan adopasto sin precio visible,2026-09,referencia
TEJA-MAYORQ,Teja de barro mayorquina 20x40 cm,pza,13.00,"Teja de barro $12-25/pza de calidad media y $15-50 según modelo/esmalte (analisisdepreciosunitarios.com, guía 2025); Sodimac/ML listan por pieza",2026-09,validado con rango de mercado
TEJA-ALA,Teja de barro de ala natural 25x35 cm,pza,16.00,"Rango $12-25/pza teja de barro natural (analisisdepreciosunitarios.com, guía 2025)",2026-09,validado con rango de mercado
TEJA-ALA-ESM,Teja de barro de ala esmaltada 25x35 cm,pza,30.00,"Rango $15-50/pza con esmalte (analisisdepreciosunitarios.com, guía 2025); teja esmaltada desde $420/m² colocada en CDMX (granitosybarroshidalgo.com)",2026-09,validado con rango de mercado
CUARTERON-40,Cuarterón de barro natural 40x40x4 cm (cuadrado o hexagonal),pza,30.00,"Estimación $33-38/pza con IVA en fábrica (Materiales Rueda, Barro de Cholula, Construrama y Mercado Libre listan la pieza sin precio visible); 6.25 pza/m², 11-12 kg",2026-09,referencia
LOS-BARRO-25,Loseta de barro natural 2x25x25 cm,pza,11.00,"Regla: por m² = cuarterón ($30 × 5.9 = $177/m²) × 0.94, cociente del material Construbase 2017 loseta 25x25/cuarterón sin mortero ((465.44−56)/(492.18−56)); ÷ 15.1 pza/m². Materiales Rueda, Rusttica y Leo Materiales listan la pieza (16 pza/m², 1.8 kg) sin precio visible",2026-09,referencia
LOS-BARRO-25X50,Loseta de barro natural 2x25x50 cm,pza,26.00,"Regla: por m² = cuarterón ($177/m²) × 1.12, cociente del material Construbase 2017 ((545.65−56)/(492.18−56)); ÷ 7.6 pza/m²",2026-09,referencia
RECINTO-RUST-6,Recinto (piedra volcánica) rústico 6 cm de espesor,m2,850.00,"Estimación: recinto laminado 2 cm ($380) × 3 por espesor × 0.75 por acabado rústico sin aserrar; LAREAL, Piedras Labeta y materialrustico.com cotizan sin precio visible",2026-09,referencia
RECINTO-LAM-2,Recinto negro laminado 40x40x2 cm,m2,380.00,"Estimación $420-480/m² con IVA; Mármoles Puente, Piedras y Canteras y Tejas el Águila listan 40x40x2 (6.25 pza/m²) sin precio visible",2026-09,referencia
ADOQUIN-NAT-40,Adoquín de piedra natural (cantera/basalto) 40x40 cm,m2,450.00,"Estimación: recinto laminado 2 cm ($380) + 18 % por espesor de adoquín; sin precio visible (Mármoles Puente, adoquines.com.mx)",2026-09,referencia
PIEDRA-BOLA,Piedra bola de río 3-4 in puesta en obra,m3,750.00,"Estimación $800-950/m³ con IVA a granel (Vivero Yáñez, Mercado Libre, Mármoles Puente venden por m³ sin precio visible); piedra braza $420 (PIEDRA-BRAZA) × 1.8 por selección y lavado",2026-09,referencia
CANT-ROSA,Cantera rosa laminada 40x40x2 cm,m2,253.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,validado con rango de mercado
CANT-GALARZA,Cantera galarza laminada 40x40x2 cm,m2,399.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-BLANCA,Cantera blanca laminada 40x40x2 cm,m2,270.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-MAMEY,Cantera mamey laminada 40x40x2 cm,m2,231.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-AMERICA,Cantera américa roja laminada 40x40x2 cm,m2,237.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-PINON,Cantera piñón laminada 40x40x2 cm,m2,269.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-VERDE-GTO,Cantera verde Guanajuato laminada 40x40x2 cm,m2,491.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-GRIS-REM,Cantera gris de los remedios laminada 40x40x2 cm,m2,237.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
CANT-CORCHO,Cantera corcho laminada 40x40x2 cm,m2,270.00,"Ancla: cantera rosa 40x40x2 $47/pza (Mármoles Puente, https://marmoles.mx/cotizacion-de-parquet/venta-en-linea-canteras/cantera_rosa_mexicana_40x40x2) × 6.25 pza/m² = $294 con IVA → $253 sin IVA. Otras variedades: rosa + (material Construbase 2017 actualizado de la variedad − 787.36)/1.284/1.07",2026-09,referencia
