clave,descripcion,unidad,precio,fuente,fecha,estado
SONOTUBO-90,Cimbra de cartón (sonotubo) de 90 cm de diámetro,m,845.00,Regla de escala precio ∝ D^1.8 anclada en dos precios de Tool Ferreterías con IVA por tramo de 3 m: 20 cm $195.23 ($56/m sin IVA) y 30 cm $407.37 ($117/m sin IVA; https://www.toolferreterias.com/products/sonotubo-30-cm). Nota: SONOTUBO-30/40 del lote 2f ($200 y $290/m) quedan ≈70 % arriba de esta evidencia,2026-09,referencia
SONOTUBO-107,Cimbra de cartón (sonotubo) de 1.07 m de diámetro,m,1155.00,Regla de escala precio ∝ D^1.8 anclada en dos precios de Tool Ferreterías con IVA por tramo de 3 m: 20 cm $195.23 ($56/m sin IVA) y 30 cm $407.37 ($117/m sin IVA; https://www.toolferreterias.com/products/sonotubo-30-cm). Nota: SONOTUBO-30/40 del lote 2f ($200 y $290/m) quedan ≈70 % arriba de esta evidencia,2026-09,referencia
SONOTUBO-122,Cimbra de cartón (sonotubo) de 1.22 m de diámetro,m,1460.00,Regla de escala precio ∝ D^1.8 anclada en dos precios de Tool Ferreterías con IVA por tramo de 3 m: 20 cm $195.23 ($56/m sin IVA) y 30 cm $407.37 ($117/m sin IVA; https://www.toolferreterias.com/products/sonotubo-30-cm). Nota: SONOTUBO-30/40 del lote 2f ($200 y $290/m) quedan ≈70 % arriba de esta evidencia,2026-09,referencia
CONC-PREM-A-100,"Concreto premezclado f'c=100 kg/cm2 clase 2 (A), RN 10 cm, TMA 19 mm, tiro directo",m3,2200.00,"Regla de escala sobre CONC-PREM-200 (lote 2e, $2,550; rango 2026 teseodata $2,400-2,900 f'c 200-250): -$150-200 por escalón de 50 kg/cm²; sin cotización de planta en Morelia",2026-09,referencia
CONC-PREM-A-150,"Concreto premezclado f'c=150 kg/cm2 clase 2 (A), RN 10 cm, TMA 19 mm, tiro directo",m3,2350.00,"Regla de escala sobre CONC-PREM-200 (lote 2e, $2,550): -$200 por escalón de 50 kg/cm²; sin cotización directa",2026-09,referencia
CONC-PREM-A-250,"Concreto premezclado f'c=250 kg/cm2 clase 2 (A), RN 10 cm, TMA 19 mm, tiro directo",m3,2700.00,"Rango 2026 región Centro f'c 250 $2,500-2,900/m³ (teseodata.com, https://teseodata.com/blog/reportes-sectoriales/precios-concreto-premezclado-por-region-mexico-2026); CONC-PREM-200 $2,550 + $150",2026-09,validado con rango de mercado
CONC-PREM-I-250,"Concreto premezclado f'c=250 kg/cm2 clase 1 (estructural), RN 10-12 cm, TMA 19 mm, tiro directo",m3,2750.00,"Rango 2026 región Centro f'c 250 $2,500-2,900/m³ (teseodata.com); CONC-PREM-250 bombeable con superfluidizante $2,900 − sobreprecio bombeable $150",2026-09,validado con rango de mercado
CONC-PREM-I-300,"Concreto premezclado f'c=300 kg/cm2 clase 1 (estructural), RN 10-12 cm, TMA 19 mm, tiro directo",m3,2950.00,Regla de escala: CONC-PREM-I-250 + $200 por escalón de 50 kg/cm² (≈+25-30 kg de cemento/m³); sin cotización directa,2026-09,referencia
CONC-PREM-I-350,"Concreto premezclado f'c=350 kg/cm2 clase 1 (estructural), RN 10-12 cm, TMA 19 mm, tiro directo",m3,3200.00,Regla de escala: CONC-PREM-I-300 + $250; sin cotización directa,2026-09,referencia
CONC-PREM-I-400,"Concreto premezclado f'c=400 kg/cm2 clase 1 (estructural), RN 10-12 cm, TMA 19 mm, tiro directo",m3,3450.00,Regla de escala: CONC-PREM-I-350 + $250; sin cotización directa,2026-09,referencia
CONC-PREM-I-450,"Concreto premezclado f'c=450 kg/cm2 clase 1 (estructural), RN 10-12 cm, TMA 19 mm, tiro directo",m3,3750.00,"Regla de escala: CONC-PREM-I-400 + $300 (alto desempeño, más aditivo); sin cotización directa",2026-09,referencia
ADIC-BOMBEABLE,Sobreprecio por concreto bombeable (RN 14 cm con superfluidizante) sobre concreto de tiro directo,m3,150.00,"Diferencia entre CONC-PREM-250 bombeable ($2,900) y CONC-PREM-I-250 tiro directo ($2,750); plantas cobran $120-200/m³ por revenimiento y aditivo",2026-09,referencia
VIGUETA-PRET-12,Vigueta pretensada de concreto peralte 12 cm (claros hasta 4.00 m),m,85.00,"Estimación de mercado $85-110/m con IVA en fabricantes regionales (acepla.com, habitissimo: losa completa $650-950/m² 2026, tandacasa.com); sin cotización directa",2026-09,referencia
BOVEDILLA-EPS-15,Bovedilla de poliestireno expandido 15 x 63 x 122 cm,pza,55.00,"Estimación de mercado $55-75 con IVA por pieza (QuimiNet, acepla.com); sin cotización directa",2026-09,referencia
FESTERGROUT-NM600,"Festergrout NM 600 mortero de relleno (grout) no metálico, saco 30 kg",saco,896.00,"Limsa $1,039.38 y Fester Roma $1,049.80 con IVA (https://www.limsa.mx/producto/30fesfesgro600/festergrout-nm-600-saco-30-kg) → $896 sin IVA",2026-09,validado con rango de mercado
IPR-ACERO,Viga IPR (W) de acero A-36/A-572 perfiles ligeros y medianos,kg,25.00,"Mismo criterio que ANG-ACERO/PLACA-A36 (lote 2f, $25/kg): perfiles laminados en distribuidor $26-32/kg con IVA; analisisdepreciosunitarios.com proyecta A-36 $29-39/kg; sin cotización directa",2026-09,referencia
MONTEN-ACERO,Perfil canal monten (C formado en frío) negro cal. 12-14,kg,27.00,"Perfil formado en frío ≈ PTR-ACERO (lote 2f, $27/kg); sin cotización directa",2026-09,referencia
REDONDO-A36,Redondo liso de acero A-36 (1/2 a 1 in) para anclas,kg,25.00,"Mismo criterio que PLACA-A36 (lote 2f, $25/kg); sin cotización directa",2026-09,referencia
JTR-1/2,Juego de 2 tuercas hexagonales y rondana plana de 1/2 in grado 2,jgo,10.00,"Estimación de ferretería: tuerca 1/2 $3-4, rondana $1.5-2 con IVA",2026-09,referencia
JTR-3/4,Juego de 2 tuercas hexagonales y rondana plana de 3/4 in grado 2,jgo,20.00,"Estimación de ferretería: tuerca 3/4 $7-9, rondana $3-4 con IVA",2026-09,referencia
JTR-1,Juego de 2 tuercas hexagonales y rondana plana de 1 in grado 2,jgo,38.00,"Estimación de ferretería: tuerca 1 in $14-18, rondana $6-8 con IVA",2026-09,referencia
ROSCA-1/2,"Roscado (tarraja/torno) de un extremo de ancla de 1/2 in, 10 cm",pza,20.00,Estimación de taller de torno local; sin cotización directa,2026-09,referencia
ROSCA-3/4,"Roscado (tarraja/torno) de un extremo de ancla de 3/4 in, 10 cm",pza,30.00,Estimación de taller de torno local; sin cotización directa,2026-09,referencia
ROSCA-1,"Roscado (torno) de un extremo de ancla de 1 in, 12 cm",pza,45.00,Estimación de taller de torno local; sin cotización directa,2026-09,referencia
LAM-KR18-C22,Lámina engargolada KR-18 galvanizada cal. 22 (ancho útil 61 cm),m2,300.00,"KR-18 cal. 22 se fabrica bajo pedido (sqtech.com.mx, aceroscrea.com, panelyacanalados.com) sin precio visible; estimación ≈ cal. 24 ($240-260/m²) × 1.2 por espesor",2026-09,referencia
CLIP-KR18,Clip de fijación oculta para lámina KR-18,pza,9.00,Estimación de distribuidor; sin cotización directa,2026-09,referencia
TORN-AUTOTAL,Tornillo autotaladrante 1/4-14 x 1 in punta broca con arandela de neopreno,pza,2.50,Estimación de ferretería: caja 100 pzas $250-320 con IVA,2026-09,referencia
TORN-AUTOTAL-3,Tornillo autotaladrante 1/4-14 x 3 in para panel aislado con arandela,pza,6.00,Estimación de distribuidor de panel: caja 100 pzas $600-750 con IVA,2026-09,referencia
CINTA-BUTILO,Cinta selladora de butilo 1/8 x 1/2 in para traslapes de lámina,m,6.00,Estimación: rollo 15 m $100-120 con IVA,2026-09,referencia
LAM-ACRIL,Lámina 100 % acrílica ondulada/acanalada para cubierta (tipo Acrylit) cal. estándar,m2,700.00,"Acrylit se cotiza por perfil y color (aceroform.com.mx, panelyacanalados.com, acerostorices.com) sin precio visible; estimación $750-900/m² con IVA",2026-09,referencia
LAM-GALV-C22,Lámina lisa galvanizada cal. 22 (≈6.1 kg/m²),m2,215.00,Estimación: $35/kg × 6.1 kg/m² sin IVA; sin cotización directa,2026-09,referencia
LAM-PINTRO-C22,Lámina lisa pintro (prepintada) cal. 22,m2,260.00,Estimación: galvanizada cal. 22 ($215/m²) + 20 % por prepintado; sin cotización directa,2026-09,referencia
LAM-R101-C24,Lámina acanalada R-101 pintro cal. 24 (ancho útil ≈1.00 m),m2,225.00,"Distribuidores (poltech.mx, promotoresacereros.com, toolferreterias.com, panelyacanalados.com) listan R-101 pintro cal. 24 sin precio visible en la consulta; estimación $250-280/m² con IVA",2026-09,referencia
TURBO-VENT-36,"Extractor atmosférico TurboJoule VentDepot de aluminio, base 36 x 22 in, turbina 17 in (MXTUJ-002)",pza,5600.00,"TurboJoule base 28x22 (MXTUJ-001) $5,473 regular / $4,378 oferta con IVA en Claro Shop; el de 36x22 (Amazon MX B0B1JNBMH4) sin precio visible → estimación $6,500 con IVA = $5,600 sin IVA",2026-09,referencia
MULTYTECHO-1.5,Panel aislado Ternium Multytecho 1 1/2 in cal. 26/26 (ancho útil 1.00 m),m2,820.00,"Ternium Multytecho (aceromart.com, panelyacanalados.com, policasa.mx) sin precio vigente visible; Policasa 2023 muestra $420-540 por variante no identificada. Estimación $900-1,000/m² con IVA",2026-09,referencia
MULTYTECHO-2,Panel aislado Ternium Multytecho 2 in cal. 26/26 (ancho útil 1.00 m),m2,900.00,Estimación: MULTYTECHO-1.5 + 10 % por espesor de poliuretano; sin cotización directa,2026-09,referencia
MULTYMURO-1.5,Panel aislado Ternium Multymuro 1 1/2 in cal. 26/26 (ancho útil 1.067 m),m2,760.00,Estimación: MULTYTECHO-1.5 − 7 % (muro sin nervio alto); policasa.mx lista Multymuro 26/26 sin precio vigente; sin cotización directa,2026-09,referencia
MULTYMURO-2,Panel aislado Ternium Multymuro 2 in cal. 26/26 (ancho útil 1.067 m),m2,830.00,Estimación: MULTYMURO-1.5 + 9 % por espesor; sin cotización directa,2026-09,referencia
