clave,descripcion,unidad,precio,fuente,fecha,estado
REDIMIX,Compuesto premezclado para juntas tipo Redimix (caja 21.8 kg),kg,24.00,"Caja 21.8 kg: $746 con IVA en una tienda (Tool Ferreterías, https://www.toolferreterias.com/products/compuesto-std-redimix-21-8-kg-800725-tablaroca); distribuidores $550-650 → se toma $523 sin IVA ≈ $24/kg",2026-09,validado con rango de mercado
ESQUINERO-MET,Esquinero metálico galvanizado para panel de yeso (pieza 3.05 m),m,15.50,"Pieza 3.05 m Panel Rey $55 (ekohomearq / búsqueda web) → $47 sin IVA",2026-09,validado con rango de mercado
ALAMBRE-GALV-12,Alambre galvanizado cal. 12 para colgantes,kg,55.00,"Referencia de mercado ferretería $55-70/kg con IVA",2026-09,referencia
LOSETA-PORC-33,Loseta cerámica Porcelanite 33.2 x 33.2 cm línea económica (modelo Texas beige o similar),m2,165.00,"Porcelanite 33x33: Babilonia blanco $169/m² y Jasper beige $192/m² (Plomería García, https://plomeriagarcia.com.mx/categoria-producto/recubrimientos/33x33-recubrimientos/); $256/m² en Ceramat → se toma $165 sin IVA",2026-09,validado con rango de mercado
AZULEJO-20X30-ECO,Azulejo cerámico de muro 20 x 30 cm línea económica,m2,135.00,"Azulejo 20x30 Verona blanco Lamosa $156.84/m² (Gersamex, https://www.gersamex.com/azulejo-20x30-verona-blanco-lamosa/p) → $135 sin IVA",2026-09,validado con rango de mercado
ADH-CREST-BLANCO,Adhesivo Crest blanco para loseta (saco 20 kg),kg,11.50,"Saco 20 kg ≈ $230 sin IVA (Home Depot / Bedon / Matefast listan el producto; precio no visible en consulta; rango de mercado $240-290 con IVA). Rendimiento del fabricante 6.0 m²/saco (https://crest.com.mx/crest-blanco/)",2026-09,referencia
PEGAZULEJO-GRIS,Pegazulejo gris base cemento (bulto 20 kg),kg,7.50,"Bulto 20 kg ≈ $150 sin IVA (Home Depot, Barata del Valle, Azulemex listan el producto; rango de mercado $150-200 con IVA)",2026-09,referencia
CEM-BLANCO,Cemento portland blanco CPC 30R B (saco 50 kg),kg,11.20,"Saco 50 kg $651 con IVA (Tool Ferreterías, https://www.toolferreterias.com/products/cemento-blanco-50-kg-cemex) → $561 sin IVA",2026-09,validado con rango de mercado
BOQUILLA-SA-5,Boquilla sin arena Crest (bolsa 5 kg),kg,38.00,"Bolsa 5 kg $218.53-240.07 (MN Home Center, https://www.mndelgolfo.com/boquilla-sin-arena-5-kg-crest-color-blanco-p-14044.html) → $190 sin IVA",2026-09,validado con rango de mercado
VINIMEX,Pintura vinílica Comex Vinimex (cubeta 19 L),l,190.00,"Lista de precios Comex 2026 cubeta 19 L $4,185 (mvcomex.com.mx, https://mvcomex.com.mx/wp-content/uploads/2026/01/Comex-precios-2026.pdf) → $3,608 sin IVA; precio de lista, sin descuento de contratista",2026-09,validado con rango de mercado
SELLADOR-5X1,Sellador vinílico Comex 5x1 (cubeta 19 L),l,106.00,"Cubeta 19 L $2,335 con IVA en tienda autorizada Comex (https://www.comex.com.mx/vinilicas/sellador-5x1-reforzado-19-litros) → $2,013 sin IVA",2026-09,validado con rango de mercado
VELMAR,Esmalte alquidálico Comex Velmar (cubeta 19 L),l,158.00,"Cubeta 19 L $1,035-3,600 con IVA (Mercado Libre a tiendas Comex; https://tiendascomex24.com.mx/producto/velmar-19-litros-cubeta/) → se toma $3,000 sin IVA",2026-09,validado con rango de mercado
LIJA-AGUA,Lija de agua / esmeril para metal (pliego),pza,12.00,"Referencia de mercado ferretería $12-16 con IVA por pliego",2026-09,referencia
