clave,descripcion,unidad,precio,fuente,fecha,estado
CERR-PH550-MAN,Cerradura Phillips 550 de embutir para puerta de aluminio con manijas,pza,560.00,"Phillips 550 con juego de manijas: $600-760 con IVA (Sears, Casa Ikeda $761.60) → $520-655 sin IVA",2026-09,validado con rango de mercado
CIERRAPUERTAS,Cierrapuertas hidráulico aéreo para puerta hasta 65 kg,pza,1100.00,"Cierrapuertas hidráulico residencial/comercial ligero $950-1,800 con IVA (Lock, Phillips, Urrea); estimación",2026-09,referencia
BISAGRA-HID-PISO,Bisagra hidráulica de piso (kit con zapatas y pivote superior) para puerta de aluminio o vidrio,pza,3300.00,"Kit bisagra hidráulica de piso S202 $3,702-4,024 con IVA; bisagra 1417 80 kg $979 (sin accesorios) (controldeherrajes.com.mx, Mercado Libre) → se toma kit completo $3,300 sin IVA",2026-09,validado con rango de mercado
BARRA-ANTIPANICO,"Barra antipánico de empuje, 1 punto, con manija exterior",pza,2200.00,"Barra antipánico de toque 1 punto $2,366; con manija $3,147; Prolok $1,645-1,948 con IVA (Urrea, Jako, Mercado Libre) → se toma $2,200 sin IVA",2026-09,validado con rango de mercado
CARRETILLA-2,Carretilla (rodamiento) para ventana corrediza de aluminio 1 1/2-2 in,pza,30.00,Carretilla sencilla para ventana 2 in $25-45 con IVA en distribuidores de herrajes; estimación,2026-09,referencia
CARRETILLA-3,Carretilla doble con rodamiento para cancel corredizo de aluminio 3 in,pza,95.00,Carretilla doble balero para cancel 3 in $90-140 con IVA; estimación,2026-09,referencia
CARRETILLA-BANO,Carretilla para cancel de baño de aluminio,pza,40.00,Carretilla de cancel de baño $35-60 con IVA; estimación,2026-09,referencia
CIERRE-VENT,Cierre/seguro embutido con jaladera para hoja de ventana corrediza,pza,45.00,Seguro de embutir para ventana corrediza $40-70 con IVA; estimación,2026-09,referencia
JALADERA-CHAPA-3,Jaladera con chapa (cerradura de gancho) para cancel corredizo 3 in,pza,260.00,Jaladera con cerradura de gancho para puerta corrediza de aluminio $250-380 con IVA; estimación,2026-09,referencia
JALADERA-BANO,Jaladera toallero para cancel de baño,pza,90.00,Jaladera de cancel de baño $80-130 con IVA; estimación,2026-09,referencia
BRAZO-PROY,Juego de brazos de fricción (par) para ventana de proyección,jgo,480.00,"Par de brazos de fricción de acero inoxidable 10-12 in para aluminio $450-700 con IVA (Herralum, Alumer, Mercado Libre); estimación",2026-09,referencia
MANIJA-PROY,Manija/cierre de presión para ventana de proyección,pza,140.00,Manija de proyección $120-200 con IVA; estimación,2026-09,referencia
FELPA,Felpa (burlete de cepillo) para hoja corrediza de aluminio,m,4.00,Rollo 100-250 m; $4-6/m con IVA; estimación,2026-09,referencia
VINIL-CUNA,Vinil (cuña) de PVC para acristalamiento de aluminio,m,5.00,Rollo de vinil cuña para cristal 6 mm $5-8/m con IVA; estimación,2026-09,referencia
PASADOR-EMBUTIR,Pasador de embutir de aluminio para hoja pasiva de puerta batiente,pza,85.00,Pasador de embutir para perfil de aluminio $80-130 con IVA; estimación,2026-09,referencia
TORN-ESC-ALU,"Juego de tornillería inoxidable, escuadras y tensores para ensamble de un bastidor de aluminio",jgo,35.00,"Estimación de taller: 8-12 tornillos inoxidables, 4 escuadras/clips; $30-45 por bastidor",2026-09,referencia
CERR-SOBREPONER,Cerradura de sobreponer para portón (tipo Phillips 715 o similar),pza,480.00,"Cerradura de sobreponer para portón $450-700 con IVA (Phillips, Lock); estimación",2026-09,referencia
PASADOR-PORTACANDADO,Pasador portacandado de acero 4 in,pza,110.00,Pasador portacandado $90-160 con IVA; estimación,2026-09,referencia
PASADOR-MAROMA,Pasador de maroma de acero para piso/cabezal de portón,pza,95.00,Pasador de maroma $80-140 con IVA; estimación,2026-09,referencia
BIBEL-TEJUELO,Juego de bibel (bisagra de pivote tubular) y tejuelo de acero para portón,jgo,150.00,Bisagra tubular bibel 3/4-1 in con tejuelo $130-220 con IVA; estimación,2026-09,referencia
SOLERA-A36,Solera de acero A-36 (1 a 2 in × 1/8 a 1/4 in),kg,25.00,Mismo criterio que PLACA-A36 y ANG-ACERO ($25/kg sin IVA); sin cotización directa,2026-09,referencia
TAQ-EXP-12,Taquete de expansión (ancla) de acero 1/2 x 4 in con tuerca y rondana,pza,28.00,Ancla de expansión 1/2 x 4 in $25-40 con IVA en ferreterías; estimación (TAQ-EXP-38x5 × 1.5),2026-09,referencia
VENT-PREF-120x120,"Ventana prefabricada de aluminio natural 1.20x1.20 m, fijo y corredizo, cristal 3 mm (tipo Cuprum aLumipro)",pza,1400.00,"Home Depot México: Cuprum aLumipro 120x120 blanca $2,799 con IVA; la natural (sin acabado) es ≈35-45 % más barata → ≈$1,625 con IVA = $1,400 sin IVA; precio de la natural no visible en la consulta",2026-09,referencia
VENT-PREF-160x140,"Ventana prefabricada de aluminio natural 1.60x1.40 m, fijo y corredizo, cristal 3 mm",pza,1960.00,Regla de escala sobre VENT-PREF-120x120: precio ∝ 0.5 × perímetro + 0.5 × área → × 1.40,2026-09,referencia
VENT-PREF-60x100,"Ventana prefabricada de aluminio natural 0.60x1.00 m, fijo y corredizo, cristal 3 mm",pza,910.00,Regla de escala sobre VENT-PREF-120x120: 0.5 × perímetro + 0.5 × área → × 0.65,2026-09,referencia
