clave,descripcion,unidad,precio,fuente,fecha,estado
JOFEL-AC85000,Dispensador de jabón azur transparente AC85000 Jofel (Jofel),pza,281.34,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AC53000,Dispensador de jabón azur inox/gris AC53000 Jofel (Jofel),pza,1450.59,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PI31000,Dispensador de toalla Z-600 blanco PI31000 Jofel (Jofel),pza,404.34,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PI31010,Dispensador de toalla Z-600 humo PI31010 Jofel (Jofel),pza,446.08,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PI41000,Dispensador de toalla combi blanco PI41000 Jofel (Jofel),pza,309.75,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PI41010,Dispensador de toalla combi humo PI41010 Jofel (Jofel),pza,375.80,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PI42000,Dispensador de toalla combi altera blanco PI42000 Jofel (Jofel),pza,346.14,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PI42010,Dispensador de toalla combi alter trans PI42010 Jofel (Jofel),pza,375.80,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DT33001,Dispensador de toalla Z-600 azur blanco DT33001 Jofel (Jofel),pza,417.79,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DT33002,Dispensador de toalla Z-600 azur trans DT33002 Jofel (Jofel),pza,454.31,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AH14000,Dispensador de toalla Z-600 metal inox AH14000 Jofel (Jofel),pza,1674.54,"Jofel AH14000 Z-600 inox satinado: $1,942.47 con IVA (surtidor.com, 2026) ÷ 1.16",2026-09,validado con rango de mercado
JOFEL-AH20000,Dispensador de toalla Z-600 metal blanco AH20000 Jofel (Jofel),pza,1196.62,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AH25000,Dispensador de toalla Z-600 futura inox AH25000 Jofel (Jofel),pza,2068.79,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PT71000,Dispensador de toalla automatic blanco PT71000 Jofel (Jofel),pza,2573.85,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PT71010,Dispensador de toalla automatic trans PT71010 Jofel (Jofel),pza,2658.83,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PT51000,Dispensador de toalla palanca blanco PT51000 Jofel (Jofel),pza,1257.44,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PT51010,Dispensador de toalla palanca humo PT51010 Jofel (Jofel),pza,1366.72,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PT61000,Dispensador de toalla palanca altera blanco PT61000 Jofel (Jofel),pza,1316.88,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PT61010,Dispensador de toalla palanca altera humo PT61010 Jofel (Jofel),pza,1338.56,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH41300,Porta rollo tabarca blanco PH41300 Jofel (Jofel),pza,344.65,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH42300,Porta rollo tabarca maxi blanco PH42300 Jofel (Jofel),pza,570.32,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH41310,Porta rollo tabarca humo c/3 PH41310 Jofel (Jofel),pza,432.50,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH42310,Porta rollo tabarca maxi humo PH42310 Jofel (Jofel),pza,658.05,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH51001,Porta rollo azur mini blanco PH51001 Jofel (Jofel),pza,362.34,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH51002,Porta rollo azur mini transparente PH51002 Jofel (Jofel),pza,451.56,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH52001,Porta rollo azur maxi blanco PH52001 Jofel (Jofel),pza,805.88,"Jofel PH52001 Azur maxi: lista $1,068.36, venta $801.27 con IVA (mueblesparabano.mx; modelo marcado 'ya no fabricado'); se toma el punto medio $934.82 ÷ 1.16",2026-09,validado con rango de mercado
JOFEL-PH52002,Porta rollo azur maxi transparente PH52002 Jofel (Jofel),pza,675.37,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH11000,Porta rollo junior blanco PH11000 Jofel (Jofel),pza,832.13,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH21000,Porta rollo junior inox PH21000 Jofel (Jofel),pza,1436.88,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AE25000,Porta rollo junior futur inox AE25000 Jofel (Jofel),pza,1497.69,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PD50001,Porta rollo doble azur blanco PD50001 Jofel (Jofel),pza,625.77,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PD50002,Porta rollo doble azur humo PD50002 Jofel (Jofel),pza,904.78,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH51300,Porta rollo altera mini blanco/gris PH51300 Jofel (Jofel),pza,337.92,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH51310,Porta rollo altera mini trans/gris PH51310 Jofel (Jofel),pza,344.65,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-PH52300,Porta rollo altera maxi blanco/gris PH52300 Jofel (Jofel),pza,528.57,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AA93126,Secador de manos ibero pulsador blanco AA93126 Jofel (Jofel),pza,5579.48,"Jofel Ibero blanco pulsador AA93126: $6,472.20 con IVA (grupoferrebanosmayoristas.com.mx / Mercado Libre, 2026) ÷ 1.16",2026-09,validado con rango de mercado
JOFEL-AA91126,Secador de manos ibero silver pulsador AA91126 Jofel (Jofel),pza,6148.72,"Regla: Ibero blanco AA93126 $6,472.20 con IVA ÷ 1.16 × 1.102 (relación de P.U. del catálogo contra AA93126)",2026-09,referencia
JOFEL-AA92126,Secador de manos ibero silver óptico AA92126 Jofel (Jofel),pza,6458.66,"Regla: Ibero blanco AA93126 $6,472.20 con IVA ÷ 1.16 × 1.158 (relación de P.U. del catálogo contra AA93126)",2026-09,referencia
JOFEL-AA13126,Secador de manos futura pulsador blanco AA13126 Jofel (Jofel),pza,2547.02,"Jofel Futura pulsador blanco AA13126: $2,954.54 con IVA (distribuidor); lista $4,557.64 con 25 % de descuento = $3,418.23. Se toma $2,954.54 ÷ 1.16",2026-09,validado con rango de mercado
JOFEL-AA14126,Secador de manos futura óptico blanco AA14126 Jofel (Jofel),pza,2844.83,"Jofel Futura óptico blanco AA14126: Mercado Libre $2,849.25 (lista $3,799) con IVA; Belker $2,049 (atípico). Se toma $3,300 con IVA ÷ 1.16",2026-09,validado con rango de mercado
JOFEL-AA16126,Secador de manos futura óptico inox AA16126 Jofel (Jofel),pza,4085.18,"Regla: Futura inox pulsador AA15126 $4,231.08 con IVA (Mercado Libre, 2026) × 1.12 (relación óptico/pulsador del catálogo, 6,398.56/5,717.28) ÷ 1.16",2026-09,referencia
PLASBAR-ALEMANA-TOP-HM-180X117-BLANCO,"Tina alemana top HM 180x117 blanco Plasbar (hidromasaje, con motobomba)",pza,22151.51,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta) del modelo en marfil E10.03.0068. Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-ALEMANA-TOP-HM-180X117-MARFIL,"Tina alemana top HM 180x117 marfil Plasbar (hidromasaje, con motobomba)",pza,22151.51,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-ANTIGUA-TOP-167X73-BLANCO,"Tina antigua top 167x73 blanco Plasbar (hidromasaje, con motobomba)",pza,69293.74,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-ANTIGUA-TOP-167X73-MARFIL,"Tina antigua top 167x73 marfil Plasbar (hidromasaje, con motobomba)",pza,69293.74,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-ATICA-TOP-HM-180X100-BLANCO,"Tina atica top HM 180x100 blanco Plasbar (hidromasaje, con motobomba)",pza,79012.31,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-ATICA-TOP-HM-180X100-MARFIL,"Tina atica top HM 180x100 marfil Plasbar (hidromasaje, con motobomba)",pza,79012.31,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-BRASILEÑA-TOP-HM-167X91-BLANCO,"Tina brasileña top HM 167x91 blanco Plasbar (hidromasaje, con motobomba)",pza,28760.99,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-BRASILEÑA-TOP-HM-167X91-MARFIL,"Tina brasileña top HM 167x91 marfil Plasbar (hidromasaje, con motobomba)",pza,31352.94,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-BRASILEÑA-TOP-HM-180X91-BLANCO,"Tina brasileña top HM 180x91 blanco Plasbar (hidromasaje, con motobomba)",pza,32778.51,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-BRASILEÑA-TOP-HM-180X91-MARFIL,"Tina brasileña top HM 180x91 marfil Plasbar (hidromasaje, con motobomba)",pza,36018.45,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-CAPRICCIO-HM-180X91-BLANCO,"Tina capriccio HM 180x91 blanco Plasbar (hidromasaje, con motobomba)",pza,74900.08,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-CAPRICCIO-HM-180X91-MARFIL,"Tina capriccio HM 180x91 marfil Plasbar (hidromasaje, con motobomba)",pza,74900.08,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
PLASBAR-DANESA-TOP-HM-180X153-BLANCO,"Tina danesa top HM 180x153 blanco Plasbar (hidromasaje, con motobomba)",pza,83371.97,"Derivado del P.U. actualizado de Construbase (P.U. ÷ 1.284 menos instalación de esta tarjeta). Mercado 2026 de líneas vigentes Plasbar: $24,834-49,669 con IVA (surtidor.com)",2026-09,derivado del catálogo
