clave,descripcion,unidad,precio,fuente,fecha,estado
PIEDRA-MI-CMCOM-2,"Mármol importado crema marfil comercial, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1180.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0005 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,184/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-CARRARA-2,"Mármol importado blanco Carrara, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1270.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0007 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,267/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-CARGIO-2,"Mármol importado blanco Carrara Gioia, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1440.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0009 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,440/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-ARABES-2,"Mármol importado Arabescato, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1970.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0011 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,969/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-CALAC-2,"Mármol importado Calacatta, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,3450.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0013 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $2,510/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo. Se sube a $3,450 sin IVA, extremo bajo del Calacatta italiano $4,000-8,000/m² con IVA (Mármoles Robles, guía 2026); el valor de la regla ($2,510) queda fuera del rango de mercado",2026-09,referencia
PIEDRA-MI-EMPER-2,"Mármol importado café marrón emperador, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1490.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0015 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,487/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-EMPEREXT-2,"Mármol importado café marrón emperador extra, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1580.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0017 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,580/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-ALIC-2,"Mármol importado rojo Alicante, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1490.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0019 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,487/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-ALICEXT-2,"Mármol importado rojo Alicante extra, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1700.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0021 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,696/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-CORAL-2,"Mármol importado rojo coralito, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1320.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0023 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,324/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-BOTIC-2,"Mármol importado Botticino fiorito, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1630.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0025 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,626/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MI-SKYB-2,"Mármol importado sky blue, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1350.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0027 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,347/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y blanco Carrara $2,200/m² con IVA al menudeo para cubiertas (granitoycuarzo.mx); Calacatta italiano $4,000-8,000/m² (Mármoles Robles, guía 2026). La placa de piso por volumen queda por debajo del precio de lámina al menudeo",2026-09,referencia
PIEDRA-MN-BMAYA-2,"Mármol nacional beige Maya, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1050.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0029 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $965/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-DTEPEJI-2,"Mármol nacional dorado Tepeji, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1050.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0030 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $965/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-GTEPEACA-2,"Mármol nacional gris Tepeaca, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,870.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0031 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $796/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-STOTOMAS-2,"Mármol nacional Santo Tomás lila, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,870.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0032 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $796/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-TRAMAR-2,"Mármol nacional travertino amarillo, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,780.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0033 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $712/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-TRAFIO-2,"Mármol nacional travertino fiorito, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,860.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0034 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $790/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-TRAVET-2,"Mármol nacional travertino veteado, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,860.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0035 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $790/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-TRASPA-2,"Mármol nacional travertino San Pablo, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,860.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0036 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $790/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-TRAROJ-2,"Mármol nacional travertino rojo, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,900.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0037 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $828/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-TRA2000-2,"Mármol nacional travertino 2000, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,800.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0038 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $736/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-BVENEC-2,"Mármol nacional blanco veneciano, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1100.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0039 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,006/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-BPERLA-2,"Mármol nacional blanco perla, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1100.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0040 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,006/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-BGUAD-2,"Mármol nacional blanco Guadiana, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1100.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0041 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,006/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-RGRECIA-2,"Mármol nacional rojo Grecia, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1230.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0042 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $1,132/m²; k = 1.090 para llevar el ancla a mercado. Ancla: travertino nacional 60 x LL x 2 cm $900/m² con IVA (Marmex, pisosmarmex.com) → $776 sin IVA, asignado a travertino amarillo. Verificación: Santo Tomás placa $800-1,500/m² (Mármoles Robles, guía 2026); travertino nacional placa $750-1,100/m² (analisisdepreciosunitarios.com 2025)",2026-09,referencia
PIEDRA-MN-BMAYA-30,"Loseta de mármol beige Maya nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,660.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0044 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $696/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-DTEPEJI-30,"Loseta de mármol dorado Tepeji nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,820.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0046 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $866/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-GTEPEACA-30,"Loseta de mármol gris Tepeaca nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,660.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0048 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $692/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-STOTOMAS-30,"Loseta de mármol Santo Tomás lila nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,600.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0050 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $627/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-TRAMAR-30,"Loseta de mármol travertino amarillo nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,610.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0052 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $638/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-TRAFIO-30,"Loseta de mármol travertino fiorito nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,570.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0054 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $595/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-TRAVET-30,"Loseta de mármol travertino veteado nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,500.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0056 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $523/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-TRASPA-30,"Loseta de mármol travertino San Pablo nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,500.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0058 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $523/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-TRAROJ-30,"Loseta de mármol travertino rojo nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,570.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0060 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $595/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
